idx,Length,Risk,TravelTime,label,weight_Length,weight_Risk,weight_TravelTime
369,0.684067,0.172289,0.138755,convex,convex,0.5,0.3,0.2
370,0.692586,0.158581,0.139717,concave,concave,0.5,0.333333,0.166667
371,0.701377,0.145147,0.140968,concave,concave,0.5,0.366667,0.133333
372,0.643345,0.156128,0.342579,convex,convex,0.5,0.4,0.1
373,0.656088,0.136762,0.36127,convex,convex,0.5,0.433333,0.0666667
374,0.668174,0.120993,0.379015,convex,convex,0.5,0.466667,0.0333333
375,0.682806,0.105209,0.402117,convex,convex,0.5,0.5,0.0
376,0.488641,1.02884,0.133234,convex,convex,0.533333,0.0,0.466667
377,0.487645,1.02192,0.134675,convex,convex,0.533333,0.0333333,0.433333
378,0.487629,0.945903,0.144741,convex,convex,0.533333,0.0666667,0.4
379,0.499675,0.77735,0.164818,convex,convex,0.533333,0.1,0.366667
380,0.604487,0.403565,0.129856,convex,convex,0.533333,0.133333,0.333333
381,0.629447,0.308742,0.13242,convex,convex,0.533333,0.166667,0.3
382,0.645032,0.260668,0.134163,concave,concave,0.533333,0.2,0.266667
383,0.65514,0.233845,0.13517,convex,convex,0.533333,0.233333,0.233333
384,0.670312,0.198998,0.137105,concave,concave,0.533333,0.266667,0.2
385,0.677534,0.184494,0.137931,concave,concave,0.533333,0.3,0.166667
386,0.622495,0.195411,0.313185,convex,convex,0.533333,0.333333,0.133333
387,0.634744,0.171088,0.330172,convex,convex,0.533333,0.366667,0.1
388,0.643552,0.155871,0.342813,concave,concave,0.533333,0.4,0.0666667
389,0.658472,0.133662,0.364042,convex,convex,0.533333,0.433333,0.0333333
390,0.669496,0.119442,0.381431,convex,convex,0.533333,0.466667,0.0
391,0.488485,1.02838,0.133533,concave,concave,0.566667,0.0,0.433333
392,0.48698,1.01495,0.136206,convex,convex,0.566667,0.0333333,0.4
393,0.487714,0.942609,0.14522,concave,concave,0.566667,0.0666667,0.366667
394,0.500044,0.77387,0.165154,convex,convex,0.566667,0.1,0.333333
395,0.521181,0.60124,0.19048,concave,concave,0.566667,0.133333,0.3
396,0.543655,0.466833,0.215747,concave,concave,0.566667,0.166667,0.266667
397,0.641496,0.271023,0.133755,concave,concave,0.566667,0.2,0.233333
398,0.654461,0.235661,0.135166,concave,concave,0.566667,0.233333,0.2
399,0.594502,0.265288,0.276776,convex,convex,0.566667,0.266667,0.166667
400,0.610752,0.221641,0.297926,convex,convex,0.566667,0.3,0.133333
401,0.624763,0.190455,0.31658,convex,convex,0.566667,0.333333,0.1
402,0.637904,0.165327,0.334927,convex,convex,0.566667,0.366667,0.0666667
403,0.651999,0.142728,0.355043,convex,convex,0.566667,0.4,0.0333333
404,0.661452,0.129636,0.369124,convex,convex,0.566667,0.433333,0.0
405,0.487521,1.02158,0.134985,concave,concave,0.6,0.0,0.4
406,0.486949,1.00989,0.136697,convex,convex,0.6,0.0333333,0.366667
407,0.4876,0.942591,0.145274,convex,convex,0.6,0.0666667,0.333333
408,0.502525,0.749064,0.168463,convex,convex,0.6,0.1,0.3
409,0.521514,0.598549,0.190522,concave,concave,0.6,0.133333,0.266667
410,0.540871,0.481324,0.212515,convex,convex,0.6,0.166667,0.233333
411,0.562179,0.380065,0.237219,concave,concave,0.6,0.2,0.2
412,0.580869,0.308811,0.259839,concave,concave,0.6,0.233333,0.166667
413,0.597615,0.256246,0.280838,convex,convex,0.6,0.266667,0.133333
414,0.612494,0.217584,0.300171,convex,convex,0.6,0.3,0.1
415,0.622933,0.194463,0.314167,concave,concave,0.6,0.333333,0.0666667
416,0.635763,0.169366,0.331694,concave,concave,0.6,0.366667,0.0333333
417,0.655811,0.137185,0.360604,convex,convex,0.6,0.4,0.0
418,0.487698,1.02285,0.134639,concave,concave,0.633333,0.0,0.366667
419,0.486767,1.00672,0.1373,concave,concave,0.633333,0.0333333,0.333333
420,0.488566,0.92391,0.147363,convex,convex,0.633333,0.0666667,0.3
421,0.500345,0.770754,0.16552,convex,convex,0.633333,0.1,0.266667
422,0.520353,0.605616,0.189398,convex,convex,0.633333,0.133333,0.233333
423,0.544086,0.463769,0.216454,convex,convex,0.633333,0.166667,0.2
424,0.561814,0.380972,0.237051,convex,convex,0.633333,0.2,0.166667
425,0.577793,0.319176,0.256111,convex,convex,0.633333,0.233333,0.133333
426,0.596083,0.260577,0.278783,convex,convex,0.633333,0.266667,0.1
427,0.611498,0.219949,0.298899,concave,concave,0.633333,0.3,0.0666667
428,0.625691,0.188691,0.317919,concave,concave,0.633333,0.333333,0.0333333
429,0.642388,0.157845,0.341187,concave,concave,0.633333,0.366667,0.0
430,0.487702,1.02367,0.134674,concave,concave,0.666667,0.0,0.333333
431,0.486497,0.988536,0.139836,concave,concave,0.666667,0.0333333,0.3
432,0.488632,0.925569,0.147189,concave,concave,0.666667,0.0666667,0.266667
433,0.502761,0.748684,0.168423,concave,concave,0.666667,0.1,0.233333
434,0.518542,0.620623,0.18703,concave,concave,0.666667,0.133333,0.2
435,0.54229,0.473077,0.214407,convex,convex,0.666667,0.166667,0.166667
436,0.565108,0.367637,0.240844,concave,concave,0.666667,0.2,0.133333
437,0.582265,0.303839,0.261493,convex,convex,0.666667,0.233333,0.1
438,0.59882,0.253351,0.282326,concave,concave,0.666667,0.266667,0.0666667
439,0.613276,0.215998,0.301041,concave,concave,0.666667,0.3,0.0333333
440,0.625521,0.188811,0.317856,convex,convex,0.666667,0.333333,0.0
441,0.487702,1.02234,0.134855,concave,concave,0.7,0.0,0.3
442,0.486485,0.985671,0.140256,concave,concave,0.7,0.0333333,0.266667
443,0.490038,0.896317,0.150638,convex,convex,0.7,0.0666667,0.233333
444,0.501994,0.75423,0.167711,convex,convex,0.7,0.1,0.2
445,0.522592,0.590377,0.192036,convex,convex,0.7,0.133333,0.166667
446,0.543507,0.467395,0.2156,concave,concave,0.7,0.166667,0.133333
447,0.567523,0.357457,0.243727,convex,convex,0.7,0.2,0.1
448,0.585573,0.294231,0.265269,concave,concave,0.7,0.233333,0.0666667
449,0.599044,0.252683,0.282629,concave,concave,0.7,0.266667,0.0333333
450,0.616703,0.208082,0.305759,convex,convex,0.7,0.3,0.0
451,0.487572,1.02221,0.135006,concave,concave,0.733333,0.0,0.266667
452,0.486628,0.984484,0.140135,convex,convex,0.733333,0.0333333,0.233333
453,0.48984,0.901623,0.150203,concave,concave,0.733333,0.0666667,0.2
454,0.505007,0.727773,0.171471,concave,concave,0.733333,0.1,0.166667
455,0.520337,0.605856,0.189508,concave,concave,0.733333,0.133333,0.133333
456,0.542552,0.473507,0.214681,concave,concave,0.733333,0.166667,0.1
457,0.56732,0.358679,0.243386,concave,concave,0.733333,0.2,0.0666667
458,0.585454,0.293504,0.265462,convex,convex,0.733333,0.233333,0.0333333
459,0.599551,0.250831,0.283352,convex,convex,0.733333,0.266667,0.0
460,0.487235,1.01836,0.135625,concave,concave,0.766667,0.0,0.233333
461,0.48656,0.985735,0.140524,concave,concave,0.766667,0.0333333,0.2
462,0.490591,0.888545,0.151497,concave,concave,0.766667,0.0666667,0.166667
463,0.503455,0.741446,0.16955,concave,concave,0.766667,0.1,0.133333
464,0.524337,0.57939,0.193901,concave,concave,0.766667,0.133333,0.1
465,0.548732,0.440683,0.221879,convex,convex,0.766667,0.166667,0.0666667
466,0.568865,0.352362,0.245351,convex,convex,0.766667,0.2,0.0333333
467,0.583011,0.301253,0.262561,convex,convex,0.766667,0.233333,0.0
468,0.48696,1.0104,0.137019,concave,concave,0.8,0.0,0.2
469,0.486551,0.977828,0.141212,convex,convex,0.8,0.0333333,0.166667
470,0.490283,0.893165,0.151067,concave,concave,0.8,0.0666667,0.133333
471,0.502474,0.749907,0.168385,concave,concave,0.8,0.1,0.1
472,0.526346,0.567144,0.196133,concave,concave,0.8,0.133333,0.0666667
473,0.548033,0.444344,0.220982,concave,concave,0.8,0.166667,0.0333333
474,0.566624,0.361376,0.24279,concave,concave,0.8,0.2,0.0
475,0.486613,1.00345,0.138053,concave,concave,0.833333,0.0,0.166667
476,0.486756,0.970618,0.141959,convex,convex,0.833333,0.0333333,0.133333
477,0.490636,0.887522,0.151826,concave,concave,0.833333,0.0666667,0.1
478,0.505567,0.721617,0.172242,convex,convex,0.833333,0.1,0.0666667
479,0.528553,0.551651,0.198903,convex,convex,0.833333,0.133333,0.0333333
480,0.549776,0.436006,0.222955,convex,convex,0.833333,0.166667,0.0
481,0.486473,0.999582,0.138529,convex,convex,0.866667,0.0,0.133333
482,0.486856,0.967937,0.142479,concave,concave,0.866667,0.0333333,0.1
483,0.49149,0.8759,0.153217,concave,concave,0.866667,0.0666667,0.0666667
484,0.504808,0.728488,0.17116,convex,convex,0.866667,0.1,0.0333333
485,0.525438,0.571845,0.195175,convex,convex,0.866667,0.133333,0.0
486,0.486481,0.999361,0.1384,convex,convex,0.9,0.0,0.1
487,0.487232,0.962297,0.143492,concave,concave,0.9,0.0333333,0.0666667
488,0.49114,0.879481,0.152553,convex,convex,0.9,0.0666667,0.0333333
489,0.504594,0.730112,0.171105,convex,convex,0.9,0.1,0.0
490,0.486489,1.00059,0.138324,convex,convex,0.933333,0.0,0.0666667
491,0.48736,0.952354,0.144465,concave,concave,0.933333,0.0333333,0.0333333
492,0.490913,0.882371,0.152284,convex,convex,0.933333,0.0666667,0.0
493,0.48654,1.00094,0.138324,concave,concave,0.966667,0.0,0.0333333
494,0.487053,0.958708,0.143619,convex,convex,0.966667,0.0333333,0.0
495,0.486425,0.988368,0.139921,convex,convex,1.0,0.0,0.0
