Length, Risk, TravelTime, Paths.x, Paths.y , Fitness, Weights
24.348,1.21734,2.7895,"1;1.29434;1.59655;1.90608;2.19612;2.40293;2.74428;2.95946;2.99175;3.13428;3.40608;3.88685;4.2016;4.46736;4.88583;5.29635;5.67289;6.14403;6.59314;7.0348;7.43293;7.90368;8.3605;8.73916;9.04187;9.50698;9.98068;10.281;10.6515;10.9649;11.2635;11.5359;11.9241;12.3582;12.7001;12.9828;13.3654;13.6604;13.9777;14.2958;14.6298;15.0985;15.5431;15.8549;16.036;16.2118;16.6927;17.0294;17.3673;17.5162;17.7715;18.1299;18.4215;18.7465;19.1182;19.6099;19.9961;20.477;20.5552;20.6372;20.6448;20.8708;20.9366;21","15;14.9448;14.9161;14.783;14.4083;14.1293;13.8388;13.3887;13.1763;12.7375;12.5113;12.4378;12.3894;12.5045;12.4;12.4325;12.4487;12.4742;12.4043;12.1753;12.2569;12.299;12.4536;12.2941;12.1698;12.2172;12.2861;12.0997;11.7804;11.7267;11.9684;12.3319;12.3477;12.4704;12.5062;12.1589;12.097;11.8291;11.6745;11.5142;11.6133;11.6424;11.6427;11.7425;11.7572;11.7054;11.793;11.871;12.0269;12.0752;12.4367;12.5258;12.58;12.7175;12.6974;12.7762;12.9754;12.9531;13.4004;13.7422;13.8226;14.2114;14.616;15",1.74139,"0;0.666667;0.333333"
24.3376,1.21759,2.71056,"1;1.46876;1.69121;2.02878;2.22831;2.43363;2.63606;2.78315;2.89732;2.93574;3.2246;3.65141;3.83326;4.06293;4.33383;4.66002;5.00705;5.34373;5.77776;6.20559;6.65866;7.1502;7.56748;7.79328;8.26811;8.5446;9.02542;9.29602;9.74244;9.99161;10.4374;10.9006;11.3235;11.7187;12.146;12.3597;12.6642;12.7215;13.0628;13.2761;13.7206;14.1715;14.4679;14.8891;15.3845;15.7362;16.2245;16.5529;17.004;17.4615;17.8857;18.1606;18.5406;18.8802;19.1954;19.561;19.9481;20.1733;20.4809;20.8084;21.1717;21.2219;21.1605;21.2217;21.1803;21.0928;21","15;14.826;14.7457;14.5738;14.4024;14.1161;13.9483;13.5619;13.3325;12.9037;12.7097;12.5906;12.532;12.5218;12.5239;12.6158;12.6974;12.7187;12.5719;12.3997;12.3259;12.3007;12.3019;12.2895;12.1558;11.9207;11.952;11.9884;11.9659;11.828;11.7756;11.7909;11.9049;12.025;12.1429;12.2129;12.3127;12.3843;12.638;12.8462;12.9204;12.9547;12.9214;12.9449;12.8859;12.8415;12.8891;12.9213;12.8954;12.862;12.9848;12.8554;12.7138;12.9232;12.8379;12.6256;12.6469;12.7116;12.7683;12.8548;12.8834;13.0514;13.3959;13.8835;14.2996;14.7325;15",1.66548,"0;0.7;0.3"
24.12,1.20634,2.70921,"1;1.16887;1.60444;1.80125;2.01162;2.31438;2.5813;2.75475;3.02839;3.1621;3.39328;3.7888;4.05398;4.31821;4.77546;5.21275;5.59152;6.07689;6.1931;6.55625;6.74799;6.95457;7.24328;7.50162;7.82196;8.2483;8.72524;9.12261;9.31509;9.77933;10.122;10.3945;10.8502;11.3372;11.6601;11.9185;12.3377;12.7321;13.2161;13.7018;14.1438;14.5422;14.7895;15.2061;15.4846;15.8742;16.2808;16.6674;17.1093;17.5456;17.9587;18.4391;18.7564;19.1919;19.5557;19.9234;20.3851;20.8538;20.8423;20.8793;20.9322;20.971;21","15;14.9751;14.7698;14.5699;14.4101;14.0888;13.7376;13.4566;13.2444;12.9726;12.8845;12.7487;12.6025;12.5663;12.4704;12.3025;12.23;12.2167;12.1484;12.0578;11.7792;11.3721;11.5158;11.4195;11.4351;11.359;11.2979;11.3474;11.3779;11.3186;11.4343;11.5853;11.7777;11.8187;12.0306;12.2239;12.3943;12.3816;12.4085;12.481;12.268;12.5556;12.7487;12.6925;12.6597;12.7467;12.7869;12.6797;12.7942;12.8198;12.8107;12.8858;12.6185;12.5054;12.616;12.6832;12.8285;12.9682;13.3531;13.7959;14.191;14.517;15",1.60711,"0;0.733333;0.266667"
23.162,1.14665,2.97535,"1;1.45434;1.83741;2.23586;2.54863;2.91493;2.94649;3.19767;3.429;3.65443;4.13483;4.20151;4.6866;5.06617;5.36175;5.61095;5.95523;6.35581;6.55511;6.79023;7.12249;7.45397;7.94638;8.27098;8.58393;8.80015;9.27344;9.74708;10.0986;10.4593;10.7974;11.228;11.3104;11.4853;11.8916;12.0887;12.4639;12.7878;13.2198;13.679;13.7258;14.1075;14.5383;14.7623;15.103;15.559;15.9969;16.4461;16.8248;17.2738;17.4945;17.9677;18.0605;18.4996;18.9238;19.3956;19.6253;19.9014;20.1498;20.4973;20.5019;20.6135;20.7515;20.8884;20.9413;20.9075;21","15;15.0497;14.7373;14.5152;14.281;13.974;13.9342;13.5956;13.2209;12.9622;12.9408;12.9755;12.9566;12.8807;12.9222;12.9684;12.8799;12.6903;12.6065;12.5257;12.5849;12.4631;12.5365;12.5774;12.5276;12.5935;12.6436;12.5846;12.664;12.7338;12.4889;12.288;12.2519;12.2307;12.1159;12.1563;12.1328;12.043;11.8962;11.9007;11.9652;11.9677;12.0206;12.0845;12.2017;12.2455;12.4453;12.4321;12.6805;12.7512;12.7527;12.7326;12.6711;12.762;12.8171;12.8746;12.8437;12.8653;12.9122;12.9325;13.2148;13.5086;13.7225;13.9649;14.4387;14.7313;15",1.57334,"0;0.766667;0.233333"
23.544,1.18753,2.81565,"1;1.17726;1.62822;2.03824;2.40934;2.54037;2.78669;2.9956;3.08763;3.26812;3.36715;3.69771;3.97409;4.22163;4.58692;4.76865;5.19275;5.65315;5.96668;6.32576;6.68745;6.74275;7.23058;7.64922;8.09043;8.44152;8.77038;9.22721;9.44117;9.8567;10.2382;10.7136;11.0011;11.3063;11.5384;11.9112;12.3849;12.8827;13.2598;13.6918;14.032;14.4171;14.7882;14.9435;15.3154;15.6921;15.9787;16.4415;16.7338;16.9688;17.2634;17.6218;17.7955;18.2681;18.7224;19.129;19.496;19.9543;20.4226;20.5392;20.5344;20.5242;20.6145;20.7537;20.8171;21","15;14.9587;14.8138;14.6918;14.4123;14.1506;13.9264;13.5162;13.2487;12.8032;12.7641;12.4549;12.4365;12.392;12.3714;12.8024;12.9518;12.9433;12.9777;12.9438;12.9454;12.9474;12.8577;12.8389;12.8751;12.9138;12.8946;12.8958;12.9645;12.8315;12.8346;12.8506;12.7665;12.7605;12.7393;12.7547;12.8267;12.8399;12.6895;12.8572;12.9696;12.9844;12.9925;12.9687;12.8716;12.766;12.6302;12.4994;12.4617;12.4904;12.4881;12.5397;12.5349;12.6222;12.6497;12.7225;12.9292;12.9141;12.9438;12.9538;13.091;13.4993;13.7404;14.1994;14.5779;15",1.51315,"0;0.8;0.2"
22.9067,1.12114,2.97758,"1;1.44522;1.75761;2.13543;2.47812;2.76992;3.09152;3.34556;3.46108;3.56479;4.01986;4.2051;4.44139;4.89247;5.33144;5.45174;5.49158;5.96087;6.3053;6.53998;6.99102;7.46275;7.91749;8.0592;8.35897;8.81254;9.23214;9.43521;9.87365;10.3252;10.3935;10.6027;10.8921;11.21;11.6086;11.8344;12.2002;12.6641;13.0931;13.3876;13.7718;14.2455;14.4244;14.8981;15.3289;15.4607;15.8728;16.1471;16.3955;16.7191;17.011;17.4364;17.7643;18.2422;18.6792;19.1482;19.5579;19.9844;20.2826;20.5135;20.6758;20.6785;20.8078;20.9;21","15;14.9378;14.848;14.7677;14.5118;14.2322;13.8766;13.5017;13.2489;12.9059;12.7246;12.7043;12.6939;12.8912;12.888;12.9003;12.8973;12.8704;12.8002;12.7849;12.7502;12.7128;12.6783;12.6366;12.6113;12.5803;12.5205;12.4784;12.4359;12.5125;12.5322;12.6577;12.622;12.5886;12.6073;12.6788;12.7536;12.9084;12.9098;12.9121;12.7331;12.671;12.8228;12.7054;12.5361;12.4917;12.4705;12.4836;12.5653;12.597;12.6106;12.7778;12.8858;12.9112;12.8394;12.8295;12.9877;12.9351;12.9848;13.3172;13.7593;13.9454;14.3967;14.7221;15",1.43055,"0;0.833333;0.166667"
23.0105,1.11511,2.98502,"1;1.4752;1.81883;1.96475;2.14741;2.48724;2.63234;2.99599;3.22005;3.57084;3.72108;3.88136;4.14163;4.45097;4.91889;5.342;5.80148;6.28525;6.7162;7.13426;7.35942;7.63589;7.99308;8.41551;8.79858;9.27071;9.54136;9.83566;10.2059;10.6982;10.9374;11.2819;11.427;11.8083;12.0208;12.5021;12.7666;13.1548;13.4986;13.6432;14.0807;14.2409;14.6675;15.1169;15.4331;15.8422;16.233;16.3915;16.7769;17.229;17.5978;17.9355;18.3619;18.623;18.9335;19.3685;19.784;20.1981;20.6263;20.7644;20.8134;20.8571;20.9227;21.0642;21.0541;21","15;14.9764;14.7839;14.7008;14.5922;14.4268;14.2882;13.9475;13.7241;13.4102;13.0905;12.8665;12.8558;12.9025;12.9626;12.8934;12.868;12.9944;12.9623;12.9296;12.9075;12.9102;12.8954;12.8881;12.9434;12.8097;12.9251;12.9183;12.9356;12.9248;12.8445;12.942;12.9718;12.885;12.8306;12.8888;12.9183;12.8387;12.9514;12.9714;12.9681;12.9228;12.9448;12.9303;12.9825;12.8612;12.7746;12.7809;12.715;12.884;12.7299;12.7704;12.6624;12.6391;12.7485;12.7438;12.7716;12.855;12.95;12.9844;13.1778;13.5165;13.7162;14.1809;14.5892;15",1.36443,"0;0.866667;0.133333"
22.7137,1.07057,3.36113,"1;1.31511;1.80873;2.22696;2.61104;3.01768;3.08681;3.49494;3.78686;4.01506;4.23844;4.52284;4.90112;5.24869;5.72176;6.19125;6.67052;7.08955;7.42254;7.90853;8.19366;8.55678;9.03265;9.21259;9.62827;9.85938;10.2694;10.4961;10.8493;11.1469;11.5204;11.8839;12.1536;12.5312;12.984;13.3706;13.7278;14.0446;14.46;14.7552;15.1766;15.2727;15.6853;16.1078;16.5545;16.8105;17.0272;17.4952;17.9072;18.4013;18.8081;19.2707;19.6935;20.0113;20.3201;20.3854;20.4503;20.5456;20.7181;20.8143;21","15;14.9567;15.0035;14.8517;14.6587;14.4234;14.408;14.1314;13.8411;13.5931;13.3216;13.0069;12.8014;12.8887;12.892;12.9085;12.9428;12.9717;12.9606;12.8744;12.8888;12.8888;12.9853;12.8619;12.6489;12.7596;12.6308;12.4629;12.5678;12.5239;12.4937;12.4901;12.7018;12.5979;12.6538;12.5751;12.5254;12.5944;12.4877;12.5384;12.6092;12.5888;12.6126;12.6413;12.7014;12.7071;12.7076;12.6085;12.5429;12.5812;12.6273;12.765;12.7608;12.8864;12.9759;13.272;13.6968;13.913;14.3362;14.73;15",1.29963,"0;0.9;0.1"
22.6828,1.06992,3.68319,"1;1.36941;1.81422;2.1854;2.52758;2.81587;3.22095;3.52202;3.82558;4.02115;4.28185;4.67672;5.01535;5.09415;5.23704;5.53885;5.95227;6.29584;6.61408;6.92156;7.30574;7.66164;7.90208;8.0394;8.51828;8.9607;9.31046;9.72302;10.2051;10.5319;10.9056;11.1986;11.5988;11.9002;12.3764;12.636;12.9812;13.364;13.8102;14.2916;14.7286;15.0233;15.4894;15.929;16.229;16.6969;17.1774;17.2486;17.6658;18.079;18.4036;18.8408;19.154;19.6155;20.0672;20.1554;20.2358;20.2956;20.3747;20.6397;20.8619;21","15;15.1051;15.0352;14.9273;14.8366;14.7357;14.5585;14.2808;14.1192;13.827;13.7216;13.4551;13.1546;13.016;12.8678;12.5975;12.7226;12.6941;12.7781;12.5228;12.5002;12.4594;12.4178;12.3725;12.3074;12.2666;12.3156;12.3612;12.3798;12.4582;12.5087;12.6184;12.7344;12.8117;12.7043;12.6093;12.7226;12.7744;12.8386;12.8196;12.7385;12.6844;12.5822;12.587;12.5319;12.4356;12.3724;12.3958;12.4797;12.5185;12.5856;12.6878;12.7629;12.8875;12.9369;12.9439;13.3715;13.7169;14.187;14.4952;14.8503;15",1.24414,"0;0.933333;0.0666667"
22.1495,1.03425,4.31053,"1;1.41968;1.74969;2.02972;2.47901;2.97118;3.40356;3.75806;4.17404;4.29361;4.66174;5.00148;5.25625;5.60786;5.95106;6.28138;6.74416;7.23199;7.47298;7.87605;8.26383;8.71437;9.1599;9.3321;9.67401;9.95821;10.3283;10.7213;11.0329;11.4437;11.8974;11.9857;12.4708;12.7011;12.9126;13.3234;13.5581;14.0052;14.3067;14.7215;14.8902;15.2906;15.7065;16.0482;16.2565;16.5756;17.0398;17.3127;17.7484;17.8827;18.3807;18.7136;18.9878;19.4554;19.8464;19.9983;20.0675;20.2202;20.551;20.7215;20.8105;21","15;15.0785;14.9994;14.998;14.8305;14.7679;14.7053;14.5941;14.4963;14.4351;14.1896;13.9708;13.8059;13.6702;13.3687;13.0586;12.8799;12.7935;12.7444;12.9526;12.6837;12.7623;12.8026;12.856;12.8629;12.7998;12.8164;12.796;12.6579;12.5659;12.5774;12.5981;12.5783;12.5937;12.5982;12.6154;12.7464;12.8172;12.8481;12.9316;12.9001;12.9009;12.8895;12.7852;12.7514;12.6818;12.6959;12.6984;12.6816;12.6621;12.7012;12.7199;12.8505;12.7738;13.0183;13.2525;13.4708;13.7298;14.0557;14.4187;14.5994;15",1.14346,"0;0.966667;0.0333333"
20.7064,0.990526,10.3532,"1;1.17081;1.51365;1.75222;2.22801;2.68588;3.11127;3.5656;3.8158;4.18737;4.43558;4.86463;5.29967;5.77726;6.20371;6.5512;7.02921;7.46003;7.66715;8.01093;8.37367;8.87093;9.34536;9.52513;9.97827;10.3858;10.665;11.1066;11.3601;11.8077;12.2164;12.6179;12.9863;13.4282;13.8355;14.3201;14.5772;14.9144;15.3366;15.6829;15.8517;16.1786;16.6449;17.0234;17.3996;17.6394;17.6621;17.9685;18.4378;18.8208;19.267;19.4013;19.8667;20.2077;20.5146;20.9199;21","15;15.025;14.9916;14.9443;15.0005;15.023;14.9344;14.9552;14.9096;14.9635;14.9941;15.1061;15.0578;14.9505;14.9203;14.975;14.9247;14.8504;14.831;14.8086;14.72;14.7722;14.9191;14.9292;14.8442;14.8108;14.7742;14.8099;14.7421;14.6329;14.3878;14.4484;14.5221;14.4759;14.4534;14.393;14.375;14.5154;14.3878;14.4574;14.7712;14.7634;14.8795;14.8394;15.0593;15.0098;14.9984;14.8487;14.766;14.7823;14.7559;14.8118;14.7458;14.7433;14.9673;15.0384;15",0.990526,"0;1;0"
23.9759,2.08676,2.24039,"1;1.1722;1.20822;1.31377;1.38414;1.47047;1.88194;2.0214;2.42268;2.86888;3.23198;3.52853;3.93335;4.36003;4.81716;5.27212;5.65757;6.01377;6.15375;6.64012;6.95607;7.18564;7.62431;7.85503;8.34212;8.70681;9.18945;9.65029;10.0063;10.2147;10.6803;11.0157;11.3457;11.8292;12.0014;12.4396;12.7296;13.1155;13.4234;13.7627;14.1621;14.5709;14.7752;14.9869;15.3377;15.619;15.8783;16.133;16.5632;16.761;17.1128;17.6034;17.8506;18.3279;18.788;19.2566;19.5601;20.0021;20.4218;20.7904;20.8791;20.9551;20.9812;21.026;21","15;14.5306;14.0319;13.7129;13.3704;12.9957;12.8294;12.7416;12.6567;12.5607;12.4634;12.485;12.5282;12.4604;12.3648;12.3835;12.5186;12.4331;12.4317;12.4058;12.3321;12.4005;12.4531;12.5102;12.4409;12.4755;12.4388;12.5267;12.5432;12.4797;12.5456;12.6203;12.6373;12.5442;12.5266;12.4804;12.4611;12.4683;12.5736;12.5578;12.3691;12.3783;12.3892;12.4657;12.4073;12.3606;12.3858;12.2859;12.2715;12.2501;12.2289;12.2414;12.2548;12.3801;12.5118;12.6082;12.5914;12.5934;12.8384;12.8749;13.3485;13.7474;14.1279;14.5682;15",2.96491,"0.0333333;0;0.966667"
24.0374,2.2068,2.24134,"1;1.10922;1.14786;1.2416;1.32156;1.45441;1.56534;1.98644;2.25092;2.67523;3.17211;3.49649;3.94803;4.43853;4.72489;4.97629;5.33902;5.73404;6.19631;6.28092;6.74226;7.04632;7.45616;7.94561;8.29792;8.72231;9.09734;9.44359;9.78343;10.1378;10.3681;10.6802;10.99;11.3441;11.7689;12.2037;12.3363;12.7623;13.1851;13.4816;13.6497;14.0643;14.3793;14.862;15.3576;15.7579;16.1098;16.435;16.8045;17.1508;17.487;17.7704;18.1472;18.4106;18.7951;19.2174;19.4846;19.9166;20.2696;20.6681;20.7584;20.8322;20.9171;20.9611;20.9737;21","15;14.5121;14.2362;13.8806;13.4536;13.0148;12.7557;12.6524;12.6738;12.6872;12.6881;12.6544;12.6623;12.646;12.6766;12.69;12.7581;12.7728;12.8866;12.8246;12.9157;12.9227;12.9392;12.8536;12.8935;12.6915;12.6843;12.694;12.717;12.7459;12.7338;12.7066;12.6545;12.5977;12.5286;12.5937;12.5498;12.6513;12.6753;12.6875;12.6523;12.5548;12.6144;12.5457;12.4942;12.3874;12.3893;12.3635;12.3156;12.2491;12.1728;12.0657;12.2112;12.3706;12.5142;12.7266;12.8263;12.9012;12.8323;12.8431;13.3246;13.6158;13.9857;14.3619;14.6304;15",2.96673,"0.0333333;0.0333333;0.933333"
24.2893,2.27822,2.23235,"1;1.06867;1.15688;1.22807;1.26513;1.3178;1.31182;1.36967;1.83453;2.29437;2.75373;3.18908;3.6846;3.81414;4.20651;4.67287;5.05553;5.36747;5.7666;5.96809;6.39959;6.64928;6.98032;7.35676;7.71149;7.82464;8.22451;8.66305;8.83124;9.29599;9.66477;9.93879;10.427;10.8867;11.2039;11.5759;12.0249;12.3509;12.7677;13.1604;13.5145;13.9991;14.4059;14.7926;15.1842;15.6405;16.0917;16.5792;16.9926;17.3534;17.7689;18.0584;18.3068;18.7365;19.1717;19.6307;20.0732;20.3254;20.795;20.8018;20.773;20.8215;20.8542;20.9396;21","15;14.6344;14.3076;14.0319;13.7439;13.4213;13.1295;12.8489;12.845;12.9332;12.8824;12.8987;12.8917;12.8979;12.9022;12.8755;12.7409;12.8055;12.9034;12.8728;12.838;12.86;12.8177;12.6763;12.7232;12.5155;12.505;12.5013;12.5985;12.6741;12.6149;12.6333;12.5411;12.5443;12.569;12.5723;12.5789;12.3983;12.4225;12.514;12.5621;12.5607;12.3587;12.4663;12.3923;12.4025;12.4955;12.5782;12.6732;12.7359;12.7958;12.7205;12.7612;12.7625;12.677;12.6448;12.588;12.7549;12.868;13.1555;13.4875;13.8935;14.3617;14.6273;15",2.97064,"0.0333333;0.0666667;0.9"
24.0528,1.44719,2.43133,"1;1.13032;1.38358;1.53229;1.84878;1.98744;2.1078;2.23541;2.45434;2.69949;2.96517;3.28772;3.75609;4.22446;4.71601;5.06875;5.32164;5.72895;5.90829;6.22334;6.44789;6.90103;7.18628;7.6181;7.93713;8.35561;8.50986;8.92795;9.27729;9.68489;9.94875;10.3978;10.725;10.9194;11.3153;11.788;12.066;12.4497;12.8792;13.2392;13.6313;14.0052;14.1031;14.5364;14.8268;15.2967;15.5312;16.0017;16.4607;16.6871;17.176;17.5761;17.8802;18.2235;18.6449;19.1437;19.5708;20.0647;20.5186;20.8597;20.879;20.8896;20.8692;20.8629;20.8069;21","15;14.8928;14.598;14.391;14.1163;13.7142;13.2533;12.9617;12.8634;12.6942;12.6162;12.403;12.4243;12.3557;12.4276;12.2066;12.1982;12.1566;12.2067;12.268;12.2423;12.1397;12.323;12.2708;12.0428;12.1829;12.1833;12.1624;12.1818;12.4466;12.5316;12.6518;12.8452;12.8571;12.9425;12.9714;12.8519;12.8835;12.8033;12.8015;12.5912;12.623;12.6147;12.5169;12.3399;12.2375;12.272;12.3451;12.3699;12.3724;12.4199;12.4379;12.496;12.4912;12.4623;12.4795;12.7207;12.74;12.7336;12.9846;13.2178;13.5239;13.9767;14.4642;14.6727;15",3.05363,"0.0333333;0.1;0.866667"
23.7371,1.99177,2.28936,"1;1.08986;1.2363;1.26226;1.28936;1.45337;1.58066;2.04502;2.48855;2.74269;3.10452;3.29587;3.50112;3.89469;4.39146;4.6428;5.05966;5.23414;5.70337;5.74161;6.16197;6.63949;7.06702;7.43105;7.71485;8.14917;8.64625;9.06548;9.54633;9.79217;10.1828;10.6284;11.0999;11.4793;11.6717;12.0829;12.4633;12.6503;13.019;13.4445;13.9318;14.1943;14.6817;15.129;15.4925;15.8923;16.2789;16.7072;17.0333;17.4095;17.6989;17.9421;18.2946;18.6448;18.9144;19.2669;19.6021;19.7896;20.2467;20.6063;20.7204;20.7177;20.7691;20.7739;20.8013;21","15;14.7916;14.3294;14.0691;13.7252;13.3654;12.9584;12.9407;12.8229;12.7641;12.6779;12.7281;12.6505;12.6591;12.6709;12.6872;12.6681;12.6422;12.6616;12.6636;12.4842;12.3936;12.2044;12.0816;12.1117;12.1209;12.1549;12.1192;12.047;12.0099;12.0633;12.0987;12.0086;12.11;12.1333;12.1576;12.1373;12.1668;12.1677;12.3013;12.3922;12.4482;12.3967;12.5029;12.534;12.6566;12.6501;12.5522;12.5255;12.5037;12.493;12.5101;12.5957;12.4932;12.6628;12.8343;12.993;12.9764;12.9112;12.9711;13.2724;13.5278;13.9255;14.3664;14.7434;15",2.9646,"0.0333333;0.133333;0.833333"
24.0966,1.85184,2.29401,"1;1.18839;1.2775;1.35277;1.47694;1.52129;1.56163;1.62677;1.71989;2.18058;2.25761;2.65233;2.81466;3.19527;3.59847;3.95508;4.38983;4.86059;5.27591;5.46991;5.81164;6.28648;6.72746;7.14693;7.51653;7.98627;8.43598;8.90182;9.19129;9.42341;9.89679;10.3484;10.5988;11.0548;11.4961;11.9151;12.3513;12.7671;13.1526;13.3564;13.7943;14.2861;14.6858;15.1249;15.2616;15.698;16.192;16.6151;17.055;17.4305;17.7649;18.1514;18.5123;18.813;19.2406;19.3969;19.8725;20.3548;20.526;20.9874;20.9786;20.9203;20.888;20.9391;21.0621;21.0543;21","15;14.6892;14.4496;14.0753;13.6917;13.4194;13.1576;12.9889;12.9223;12.7296;12.7082;12.7906;12.7951;12.7265;12.8482;12.8974;12.8335;12.6857;12.5878;12.6082;12.6011;12.664;12.7451;12.6627;12.6886;12.5912;12.5296;12.5528;12.5915;12.6318;12.6963;12.7494;12.7791;12.8295;12.8624;12.8451;12.7849;12.8135;12.8344;12.8455;12.7804;12.8001;12.8799;12.8233;12.6851;12.7604;12.8239;12.8479;12.862;12.785;12.7538;12.7611;12.7604;12.8118;12.6844;12.6105;12.6128;12.7383;12.7445;12.8231;13.2931;13.7238;13.8561;14.2949;14.6717;14.9905;15",2.94707,"0.0333333;0.166667;0.8"
23.0235,1.39229,2.46119,"1;1.07666;1.46658;1.63031;1.78627;1.98335;2.16536;2.31782;2.70375;3.04132;3.27354;3.70248;4.17639;4.65309;5.15055;5.58661;5.89351;6.3502;6.66132;7.06321;7.32198;7.69131;7.85306;8.31065;8.74234;9.14479;9.393;9.8545;10.1983;10.6289;10.9102;11.2545;11.5673;11.9731;12.3311;12.7952;13.1925;13.383;13.8536;14.2804;14.5124;14.9398;15.3539;15.7309;16.1888;16.4541;16.5808;17.0697;17.502;17.7872;18.2475;18.619;18.9361;19.3488;19.7218;20.1626;20.36;20.4811;20.6088;20.6071;20.689;20.8526;21","15;14.9035;14.641;14.3666;14.0005;13.7042;13.4062;12.9672;12.9604;12.8774;12.8168;12.7881;12.7749;12.7427;12.7157;12.7383;12.759;12.791;12.839;12.9453;12.9584;12.9351;12.9333;12.8964;12.9441;12.9592;12.9603;12.9383;12.8969;12.8909;12.8469;12.8777;12.8047;12.8772;12.8808;12.8712;12.8029;12.7528;12.635;12.7097;12.7578;12.9103;12.9208;12.8782;12.8804;12.8148;12.8208;12.8781;12.914;12.9011;12.8769;12.8299;12.7977;12.7453;12.6808;12.7207;12.7946;13.1873;13.5328;14.006;14.2132;14.6748;15",2.93282,"0.0333333;0.2;0.766667"
23.5249,1.45332,2.41712,"1;1.1518;1.44813;1.60769;1.77643;2.00373;2.12261;2.32554;2.70528;3.07752;3.27412;3.65289;3.92262;4.39172;4.67256;5.09696;5.45995;5.81123;6.02927;6.49933;6.69778;7.14262;7.5424;8.03104;8.46284;8.95251;9.42623;9.82209;10.267;10.6664;11.0846;11.394;11.6417;11.9976;12.3729;12.5164;13.0145;13.3161;13.7623;13.8999;14.3589;14.7575;15.0053;15.4393;15.912;16.2692;16.6003;17.0585;17.5167;17.9253;18.1856;18.5384;19.0164;19.4677;19.8993;20.049;20.4715;20.8053;20.9356;20.9752;21.0411;21.018;21.0608;21","15;14.7886;14.5216;14.3053;14.0432;13.7435;13.2588;12.8383;12.824;12.7148;12.7791;12.6706;12.5685;12.5526;12.5155;12.5207;12.474;12.4095;12.4307;12.3448;12.2934;12.1878;12.1221;12.115;12.0275;12.0346;12.0772;12.0546;12.0233;12.1002;12.1217;12.327;12.2787;12.2334;12.3002;12.2971;12.2536;12.2236;12.2003;12.1975;12.148;12.1023;12.1356;12.3167;12.4268;12.4619;12.4099;12.4661;12.483;12.4926;12.6103;12.5815;12.6248;12.6248;12.7386;12.8543;12.916;12.9505;13.2938;13.5497;14.0374;14.4645;14.9176;15",2.89582,"0.0333333;0.233333;0.733333"
23.3991,1.68025,2.31413,"1;1.2121;1.34831;1.60645;1.66864;1.8205;1.91014;2.23049;2.45146;2.94815;3.40995;3.87391;4.36279;4.7537;5.14029;5.59624;5.92519;6.39157;6.58411;6.96148;7.24825;7.59519;8.03792;8.48452;8.68896;8.98895;9.46531;9.88048;10.3112;10.5248;10.8802;11.2126;11.4616;11.8608;12.1141;12.338;12.7389;13.0306;13.4711;13.964;14.4182;14.831;15.3209;15.7512;15.9354;16.3579;16.7333;17.0592;17.5418;17.9161;18.3111;18.668;19.1266;19.5458;19.8615;20.2025;20.4805;20.7062;20.7823;20.7752;20.8077;20.817;20.9432;21","15;14.5689;14.2347;13.8429;13.7271;13.3177;12.918;12.9486;12.8468;12.8005;12.7182;12.6174;12.6126;12.4724;12.5464;12.7259;12.6664;12.6138;12.6229;12.6424;12.6972;12.7654;12.921;12.8884;12.9397;12.8398;12.8656;12.9004;12.9494;12.9784;12.9591;12.9934;12.9554;12.8111;12.8436;12.8793;12.8461;12.769;12.7834;12.814;12.8201;12.8375;12.868;12.8915;12.9055;12.9351;12.9123;12.892;12.8144;12.868;12.9377;12.9499;12.8945;12.8694;12.9395;12.9341;12.9801;12.9993;13.4596;13.6539;14.1122;14.464;14.9041;15",2.84793,"0.0333333;0.266667;0.7"
23.4367,1.46987,2.39293,"1;1.1814;1.38276;1.70589;1.89029;2.05869;2.18774;2.33478;2.79255;3.14032;3.43337;3.7877;4.00024;4.28288;4.70997;5.18027;5.48094;5.85216;6.19777;6.46196;6.80166;7.0922;7.33091;7.6923;8.08942;8.21778;8.70655;9.03014;9.51026;9.73405;10.2118;10.462;10.7363;11.1039;11.5212;11.8503;12.1824;12.4438;12.8801;13.37;13.7111;14.1077;14.5239;14.9653;15.3984;15.8925;16.2781;16.6866;17.1378;17.5204;17.9698;18.4513;18.7462;19.221;19.5899;20.0488;20.3816;20.833;20.8298;20.8721;20.9687;20.9175;20.8758;21","15;14.765;14.442;14.125;13.8565;13.3918;12.994;12.8973;12.972;12.9164;12.876;12.842;12.9093;12.8939;12.8402;12.8131;12.882;12.9225;12.8732;12.8941;12.9603;12.9878;12.9722;12.9336;12.9266;12.8789;12.9523;12.8517;12.7793;12.7416;12.7485;12.8429;12.8215;12.8694;12.8087;12.8106;12.8627;12.884;12.849;12.9013;12.8483;12.8449;12.7448;12.6644;12.7535;12.7627;12.6329;12.6697;12.6901;12.8886;12.7231;12.7104;12.7407;12.845;12.8483;12.9186;12.9435;12.9295;13.3189;13.5226;13.8303;14.2163;14.5869;15",2.81747,"0.0333333;0.3;0.666667"
